sum_Episode,Episode, Score, Avg.Score,eps-greedy,success,failed,meet_threaten,loss,step
550.0,10,-118.63207071978073,-118.63207071978073,0.9950504949505049,0.0,1.0,0.0,11.937077164649963,0.0
1492.4,20,-97.80483730473017,-97.80483730473017,0.9860513948605141,0.1,0.9,0.0,20.33884963989258,0.0
2478.0,30,-82.86659397740087,-82.86659397740087,0.9770522947705228,0.0,1.0,0.0,27.219024848937988,0.0
3418.1,40,-46.20153176550943,-46.20153176550943,0.9680531946805319,0.2,0.8,0.0,26.221485710144044,0.0
4261.6,50,-43.797610027992825,-43.797610027992825,0.959054094590541,0.2,0.8,0.0,27.192177772521973,0.0
5237.0,60,-61.09100339993887,-61.09100339993887,0.9500549945005499,0.0,1.0,0.0,28.0388334274292,0.0
6146.4,70,-55.68432820768875,-55.68432820768875,0.9410558944105588,0.2,0.8,0.0,28.30648002624512,0.0
7033.0,80,-31.45731391423512,-31.45731391423512,0.932056794320568,0.3,0.7,0.0,27.25687427520752,0.0
7936.0,90,-71.00500560652169,-71.00500560652169,0.9230576942305773,0.0,1.0,0.0,28.032783699035644,0.0
8936.0,100,-54.806986569897596,-54.806986569897596,0.914058594140586,0.0,1.0,0.0,28.614716720581054,0.0
9936.0,110,-56.72888043164458,-56.72888043164458,0.9050594940505949,0.0,1.0,0.0,28.995746040344237,0.0
10856.9,120,-16.93554836009678,-16.93554836009678,0.896060393960604,0.3,0.7,0.0,28.780461883544923,0.0
11674.5,130,-27.337337374083052,-27.337337374083052,0.8870612938706129,0.3,0.7,0.0,28.63380832672119,0.0
12513.3,140,-25.81299977073697,-25.81299977073697,0.8780621937806219,0.2,0.8,0.0,29.287380409240722,0.0
13424.7,150,-27.249374719022427,-27.249374719022427,0.869063093690631,0.4,0.6,0.0,28.61855812072754,0.0
14180.1,160,-22.833135581372378,-22.833135581372378,0.86006399360064,0.4,0.6,0.0,29.47778911590576,0.0
15112.4,170,-35.21876251782199,-35.21876251782199,0.8510648935106488,0.2,0.8,0.0,29.31194076538086,0.0
16033.5,180,-22.528689756694213,-22.528689756694213,0.8420657934206579,0.4,0.6,0.0,29.523033332824706,0.0
16826.0,190,-1.1279595235582185,-1.1279595235582185,0.833066693330667,0.8,0.2,0.0,31.23831100463867,0.0
17574.0,200,-2.2383255360795062,-2.2383255360795062,0.8240675932406759,0.6,0.4,0.0,32.707536697387695,0.0
18367.6,210,5.592281647739693,5.592281647739693,0.8150684931506851,0.6,0.4,0.0,33.111785125732425,0.0
19135.5,220,11.13445012734197,11.13445012734197,0.8060693930606939,0.8,0.2,0.0,33.736853408813474,0.0
19868.2,230,4.9025447878763195,4.9025447878763195,0.797070292970703,0.8,0.2,0.0,33.01039867401123,0.0
20640.2,240,-3.3885767734238295,-3.3885767734238295,0.7880711928807119,0.6,0.4,0.0,34.167730712890624,0.0
21490.7,250,-10.969570859858793,-10.969570859858793,0.7790720927907209,0.5,0.5,0.0,34.082452392578126,0.0
22336.1,260,-4.1290796232494715,-4.1290796232494715,0.7700729927007299,0.6,0.4,0.0,33.93498306274414,0.0
23200.9,270,-12.16153707454993,-12.16153707454993,0.761073892610739,0.4,0.6,0.0,35.267011642456055,0.0
24135.0,280,-29.043997294726324,-29.043997294726324,0.752074792520748,0.1,0.9,0.0,35.54584846496582,0.0
25093.7,290,-31.1661519247565,-31.1661519247565,0.7430756924307569,0.2,0.8,0.0,35.385689163208006,0.0
26076.2,300,-31.570339023899425,-31.570339023899425,0.7340765923407659,0.1,0.9,0.0,37.338870239257815,0.0
27050.6,310,-21.642038624928666,-21.642038624928666,0.725077492250775,0.4,0.6,0.0,35.85115013122559,0.0
27978.6,320,-14.011654433708134,-14.011654433708134,0.7160783921607841,0.4,0.6,0.0,36.995414352416994,0.0
28892.9,330,-13.688465150448502,-13.688465150448502,0.7070792920707929,0.4,0.6,0.0,36.613426208496094,0.0
29831.9,340,-24.52199345441988,-24.52199345441988,0.698080191980802,0.2,0.8,0.0,36.4800163269043,0.0
30780.2,350,-25.217176639131573,-25.217176639131573,0.689081091890811,0.1,0.9,0.0,36.866477966308594,0.0
31747.8,360,-17.59076016568086,-17.59076016568086,0.6800819918008199,0.3,0.7,0.0,36.915060424804686,0.0
32696.8,370,-23.843895289801836,-23.843895289801836,0.6710828917108289,0.1,0.9,0.0,36.94046249389648,0.0
33599.9,380,-5.1990724604992895,-5.1990724604992895,0.662083791620838,0.5,0.5,0.0,38.31705551147461,0.0
34509.3,390,-32.65677460861436,-32.65677460861436,0.6530846915308469,0.1,0.9,0.0,37.556528091430664,0.0
35457.7,400,-9.585156418498915,-9.585156418498915,0.6440855914408559,0.4,0.6,0.0,38.535247039794925,0.0
36384.0,410,-25.47397020822005,-25.47397020822005,0.6350864913508649,0.1,0.9,0.0,38.35462417602539,0.0
37306.2,420,-11.249750336806189,-11.249750336806189,0.626087391260874,0.5,0.5,0.0,38.013127136230466,0.0
38257.7,430,-26.75713166722902,-26.75713166722902,0.6170882911708829,0.2,0.8,0.0,38.30007629394531,0.0
39215.1,440,-5.29556240536362,-5.29556240536362,0.6080891910808919,0.5,0.5,0.0,38.58259506225586,0.0
40029.7,450,-3.7491587448792743,-3.7491587448792743,0.5990900909909008,0.6,0.4,0.0,38.41137542724609,0.0
40912.4,460,-11.240775968744574,-11.240775968744574,0.59009099090091,0.5,0.5,0.0,39.06999473571777,0.0
41818.1,470,-6.345302441269565,-6.345302441269565,0.5810918908109189,0.5,0.5,0.0,38.90786628723144,0.0
42706.2,480,-15.659528174097465,-15.659528174097465,0.5720927907209279,0.2,0.8,0.0,38.679679489135744,0.0
43614.5,490,-7.642431980926824,-7.642431980926824,0.563093690630937,0.4,0.6,0.0,38.983285903930664,0.0
44456.7,500,-0.6411789013284188,-0.6411789013284188,0.5540945905409459,0.6,0.4,0.0,39.01233406066895,0.0
45337.5,510,-23.539581910796002,-23.539581910796002,0.545095490450955,0.2,0.8,0.0,39.6675666809082,0.0
46291.4,520,-17.886923240805885,-17.886923240805885,0.5360963903609639,0.3,0.7,0.0,39.392937088012694,0.0
47246.1,530,-19.149986772846077,-19.149986772846077,0.527097290270973,0.3,0.7,0.0,39.265520858764646,0.0
48178.2,540,-16.08222062865463,-16.08222062865463,0.518098190180982,0.2,0.8,0.0,38.191667556762695,0.0
49059.0,550,-21.532888177717354,-21.532888177717354,0.5090990900909909,0.1,0.9,0.0,39.87209701538086,0.0
50052.0,560,-26.30459343855903,-26.30459343855903,0.5000999900009999,0.1,0.9,0.0,39.36323165893555,0.0
51015.8,570,-13.895420419951611,-13.895420419951611,0.4911008899110089,0.4,0.6,0.0,38.70071105957031,0.0
51911.4,580,-17.206202987135065,-17.206202987135065,0.4821017898210179,0.3,0.7,0.0,40.581123733520506,0.0
52896.0,590,-30.560073016426106,-30.560073016426106,0.473102689731027,0.0,1.0,0.0,39.842725372314455,0.0
53875.0,600,-28.76599097463761,-28.76599097463761,0.4641035896410359,0.1,0.9,0.0,39.360673904418945,0.0
54861.7,610,-23.72142857545581,-23.72142857545581,0.455104489551045,0.2,0.8,0.0,39.97178955078125,0.0
55845.7,620,-21.69245476920014,-21.69245476920014,0.44610538946105394,0.3,0.7,0.0,41.26345291137695,0.0
56811.1,630,-22.585735070301887,-22.585735070301887,0.43710628937106294,0.4,0.6,0.0,39.97700424194336,0.0
57699.6,640,-4.43589540652333,-4.43589540652333,0.42810718928107194,0.6,0.4,0.0,40.91393928527832,0.0
58669.6,650,-16.26508751648129,-16.26508751648129,0.4191080891910809,0.5,0.5,0.0,40.81848831176758,0.0
59647.0,660,-17.560239947859845,-17.560239947859845,0.41010898910108995,0.3,0.7,0.0,41.3172306060791,0.0
60554.9,670,-8.743426292323457,-8.743426292323457,0.4011098890110989,0.3,0.7,0.0,40.92483367919922,0.0
61435.6,680,-10.320580388814253,-10.320580388814253,0.39211078892110784,0.4,0.6,0.0,40.974837112426755,0.0
62316.4,690,-10.254917710939042,-10.254917710939042,0.3831116888311169,0.5,0.5,0.0,41.80771255493164,0.0
63269.3,700,-17.789250522269747,-17.789250522269747,0.37411258874112596,0.3,0.7,0.0,42.30955429077149,0.0
64190.1,710,-10.759021965987714,-10.759021965987714,0.3651134886511349,0.4,0.6,0.0,42.04555397033691,0.0
65150.4,720,-19.919286122927296,-19.919286122927296,0.35611438856114386,0.3,0.7,0.0,41.95967826843262,0.0
66086.6,730,-13.900740243558683,-13.900740243558683,0.34711528847115297,0.4,0.6,0.0,43.03965377807617,0.0
67034.8,740,-9.659388653690957,-9.659388653690957,0.3381161883811619,0.4,0.6,0.0,42.78148765563965,0.0
67932.3,750,-6.170194608318932,-6.170194608318932,0.3291170882911709,0.6,0.4,0.0,43.45502243041992,0.0
68811.9,760,-5.300921467904377,-5.300921467904377,0.32011798820117987,0.6,0.4,0.0,43.951599502563475,0.0
69735.8,770,-18.1094855499054,-18.1094855499054,0.31111888811118893,0.2,0.8,0.0,43.79099388122559,0.0
70721.0,780,-25.51950058992512,-25.51950058992512,0.3021197880211979,0.1,0.9,0.0,43.977152252197264,0.0
71719.1,790,-20.738954515135838,-20.738954515135838,0.29312068793120694,0.2,0.8,0.0,44.228688430786136,0.0
72685.3,800,-11.455445417305466,-11.455445417305466,0.2841215878412159,0.6,0.4,0.0,43.73134918212891,0.0
73635.4,810,-16.50813560681531,-16.50813560681531,0.27512248775122494,0.4,0.6,0.0,44.298065948486325,0.0
74560.7,820,-8.551487291676585,-8.551487291676585,0.26612338766123395,0.5,0.5,0.0,45.49817733764648,0.0
75443.3,830,-8.069691255998787,-8.069691255998787,0.25712428757124295,0.5,0.5,0.0,45.474717712402345,0.0
76402.5,840,-13.935038459893187,-13.935038459893187,0.24812518748125192,0.4,0.6,0.0,45.70433502197265,0.0
77299.6,850,-13.448558879071157,-13.448558879071157,0.2391260873912609,0.3,0.7,0.0,45.431003189086915,0.0
78255.2,860,-6.835693411587994,-6.835693411587994,0.2301269873012699,0.8,0.2,0.0,46.77650527954101,0.0
79206.0,870,-20.48242757572043,-20.48242757572043,0.2211278872112789,0.2,0.8,0.0,47.258012771606445,0.0
80192.4,880,-20.525969035190222,-20.525969035190222,0.21212878712128794,0.2,0.8,0.0,46.70393333435059,0.0
81179.4,890,-18.246822375921575,-18.246822375921575,0.2031296870312969,0.3,0.7,0.0,47.11481285095215,0.0
82162.0,900,-23.546436551120657,-23.546436551120657,0.19413058694130592,0.0,1.0,0.0,47.523397064208986,0.0
83152.6,910,-22.859317012383706,-22.859317012383706,0.1851314868513149,0.2,0.8,0.0,46.03341522216797,0.0
84128.7,920,-15.891087159086874,-15.891087159086874,0.1761323867613239,0.4,0.6,0.0,47.76280975341797,0.0
85043.9,930,-14.64613923950941,-14.64613923950941,0.16713328667133293,0.3,0.7,0.0,48.002533721923825,0.0
86005.0,940,-15.44845398287202,-15.44845398287202,0.1581341865813419,0.3,0.7,0.0,46.98055305480957,0.0
86942.7,950,-10.926139883341069,-10.926139883341069,0.1491350864913509,0.5,0.5,0.0,48.53750076293945,0.0
87895.9,960,-14.383533881345642,-14.383533881345642,0.1401359864013599,0.2,0.8,0.0,48.19616432189942,0.0
88817.0,970,-12.777805012263096,-12.777805012263096,0.1311368863113689,0.5,0.5,0.0,48.98348846435547,0.0
89758.1,980,-13.722149388222524,-13.722149388222524,0.1221377862213779,0.2,0.8,0.0,49.61350212097168,0.0
90712.8,990,-21.965033605872232,-21.965033605872232,0.11313868613138692,0.2,0.8,0.0,48.53644218444824,0.0
91697.6,1000,-19.36402089049851,-19.36402089049851,0.10413958604139592,0.2,0.8,0.0,49.03646621704102,0.0
